Issuer,Symbol,Manager1,IPOPrice,OpenPrice,ClosePrice,PxChng,OpeningChng,Ratings,Performed
Ellie Mae ,ELLI,Barclays,6,6,6.77,12.83,0,1,
Sequans Communications S.A. ,SQNS,UBS Investment Bank,10,9,8.25,-17.5,-1,2,Missed
STAG Industrial ,STIR,BofA Merrill Lynch,13,12,12.5,-3.85,-1,1,
Global Cornerstone Holdings  ,GCRSF,Citigroup,10,10,9.95,-0.5,0,1,
Sagent Pharmaceuticals ,SGNT,Morgan Stanley,16,18.25,19.9,24.38,2.25,1,
Tesoro Logistics LP ,TLLP,Citigroup,21,23.25,23.5,11.9,2.25,1,
21Vianet Group  ,VNET,Morgan Stanley,15,20.26,18.8,25.33,5.26,3,
Responsys ,MKTG,Morgan Stanley,12,16,15.4,28.33,4,2,
Boingo Wireless ,WIFI,Credit Suisse,13.5,12.5,12.1,-10.37,-1,3,Missed
Renren ,RENN,Morgan Stanley,14,19.5,18.01,28.64,5.5,3,
NetQin Mobile ,NQ,Piper Jaffray,11.5,11.5,9.3,-19.13,0,2,Missed
SMG Indium Resources ,SGMEU,Sunrise Securities,5,5.05,5,0,0.05,1,
Thermon Group Holdings ,THR,Barclays,12,12.05,12.28,2.33,0.05,1,
VOC Energy Trust ,VOC,Raymond James,21,22.26,21,0,1.26,2,
Universal Business Payment Solutions Acquisition  ,UBPSU,EarlyBirdCapital,6,6,6,0,0,1,
FriendFinder Network ,FFN,Imperial Capital,10,10,7.85,-21.5,0,1,
Jiayuan.com International ,DATE,BofA Merrill Lynch,11,11,10.52,-4.36,0,2,Missed
Kosmos Energy ,KOS,Credit Suisse,18,19.5,18.24,1.33,1.5,2,
RLJ Lodging Trust ,RLJ,BofA Merrill Lynch,18,17.25,17.68,-1.78,-0.75,1,
China Zenix Auto International  ,ZX,Morgan Stanley,6,6,5.85,-2.5,0,1,
Phoenix New Media  ,FENG,Morgan Stanley,11,11.1,14.75,34.09,0.1,1,
Global Eagle Acquisition  ,REAGLU,Citigroup,10,10,10.2,2,0,1,
LinkedIn ,LNKD,Morgan Stanley,45,83,94.25,109.44,38,3,
Yandex N.V. ,YNDX,Morgan Stanley,25,35,38.84,55.36,10,3,
Active Network (The) ,ACTV,BofA Merrill Lynch,15,15,15.9,6,0,2,
"Freescale Semiconductor Holdings I, Ltd ",FSL,Citigroup,18,19,18.33,1.83,1,1,
Spirit Airlines ,SAVE,Citigroup,12,11.35,12.11,0.92,-0.65,1,
Solazyme ,SZYM,Morgan Stanley,18,19.6,20.71,15.06,1.6,2,
China Growth Equity Investment ,CGEIU,Deutsche Bank,10,10.02,10.03,0.3,0.02,1,
Taomee Holdings ,TAOM,Credit Suisse,9,8.49,8.23,-8.56,-0.51,1,
Compressco Partners L.P. ,GSJK,Raymond James,20,20,19,-5,0,2,Missed
Pandora Media ,P,Morgan Stanley,16,20,17.42,8.88,4,3,
Empeiria Acquisition ,EPAQU,Cohen,10,9.95,10,0,-0.05,1,
Trio Merger ,TMRGU,EarlyBirdCapital,10,10,10.01,0.1,0,1,
Fidus Investment ,FDUS,Morgan Keegan,15,14.75,15,0,-0.25,1,
Vanguard Health Systems ,VHS,BofA Merrill Lynch,18,18.01,18.05,0.28,0.01,1,
KiOR ,KIOR,Credit Suisse,15,15,15,0,0,1,
HomeAway ,AWAY,Morgan Stanley,27,36.1,40.21,48.93,9.1,3,
Azteca Acquisition ,AZTAU,Deutsche Bank,10,10,10,0,0,1,
AG Mortgage Investment Trust  ,MITT,Deutsche Bank,20,19.64,19.64,-1.8,-0.36,1,
"Oiltanking Partners, L.P. ",OILT,Citigroup,21.5,24,23.7,10.23,2.5,2,
Blue Wolf Mongolia Holdings ,MNGLU,Deutsche Bank,10,9.99,10.03,0.3,-0.01,1,
Nautilus Marine Acquisition ,NMAR.U,Maxim Group,10,9.95,9.92,-0.8,-0.05,1,
Skullcandy ,SKUL,BofA Merrill Lynch,20,23,20,0,3,3,
Zillow  ,Z,Citigroup,20,60,35.77,78.85,40,3,
SunCoke Energy ,SXC,Credit Suisse,16,17,17,6.25,1,3,
Apollo Residential Mortgage ,AMTG,Morgan Stanley,20,19,18.65,-6.75,-1,1,
"American Midstream Partners, LP ",AMID,Citigroup,21,21,20.95,-0.24,0,2,Missed
Tangoe ,TNGO,Deutsche Bank,10,11,11.65,16.5,1,1,Missed
Chefs Warehouse Holdings ,CHEF,Jefferies,15,17,17.5,16.67,2,2,
Teavana Holdings ,TEA,BofA Merrill Lynch,17,28.95,27.8,63.53,11.95,3,
Wesco Aircraft Holdings ,WAIR,Barclays,15,14.75,14.92,-0.53,-0.25,1,
American Capital Mortgage Investment ,MTGE,Citigroup,20,19,18.41,-7.95,-1,1,
Carbonite ,CARB,BofA Merrill Lynch,10,10.93,12.35,23.5,0.93,1,
SandRidge Permian Trust ,PER,Morgan Stanley,18,18,18,0,0,1,
Tudou Holdings Limited ,TUDO,Credit Suisse,29,25.11,25.59,-11.76,-3.89,2,Missed
Ubiquiti Networks ,UBNT,UBS Investment Bank,15,16.5,17.5,16.67,1.5,1,
Enduro Royalty Trust,NDRO,Barclays,22,21.75,21.26,-3.36,-0.25,1,
Groupon ,GRPN,Morgan Stanley,20,28,26.11,30.55,8,3,
"Rentech Nitrogen Partners, L.P. ",RNF,Morgan Stanley,20,20,19.85,-0.75,0,2,Missed
Selway Capital Acquisition ,SWCAU,Aegis Capital Corp,10,10,9.95,-0.5,0,1,
Chesapeake Granite Wash Trust ,CHKR,Morgan Stanley,19,19,18.87,-0.68,0,1,
InvenSense ,INVN,Goldman Sachs,7.5,8.3,8.9,18.67,0.8,2,
Angie’s List  ,ANGI,BofA Merrill Lynch,13,18,16.28,25.23,5,3,
Digital Domain Media Group ,DDMG,Roth Capital Partners,8.5,8.5,7.15,-15.88,0,1,
Intermolecular ,IMI,Morgan Stanley,10,10,9.5,-5,0,1,
Manning & Napier ,MN,BofA Merrill Lynch,12,12,12,0,0,1,
Mattress Firm Holding  ,MFRM,Barclays,19,22,22,15.79,3,3,
BlackRock Utility & Infrastructure Trust (BUI),BUI,Morgan Stanley,20,20,20,0,0,1,
Vanguard Energy ,VNGEU,Paulson Investment,1,1.15,1.15,15,0.15,1,
Memorial Production Partners LP ,MEMP,Citigroup,19,18.82,19.79,4.16,-0.18,1,
"Rose Rock Midstream, L.P. ",RRMS,Barclays,20,20.5,20,0,0.5,2,
Jive Software  ,JIVE,Morgan Stanley,12,15.12,15.05,25.42,3.12,3,
Bonanza Creek Energy ,BCEI,Morgan Stanley,17,15.5,13.61,-19.94,-1.5,1,
Michael Kors Holdings ,KORS,Morgan Stanley,20,25,24.2,21,5,3,
"Mid-Con Energy Partners, LP  ",MCEP,RBC Capital Markets,18,17.72,18.05,0.28,-0.28,1,
"Inergy Midstream, L.P. ",NRGM,Morgan Stanley,17,17,17.65,3.82,0,1,
Zynga  ,ZNGA,Morgan Stanley,10,11,9.5,-5,1,3,
Cellu Tissue Holdings ,CLU,Goldman Sachs,13,12.3,11.9,-8.46,-0.7,1,
Symetra Financial ,SYA,BofA Merrill Lynch,12,12.7,12.75,6.25,0.7,1,
IFM Investments Limited ,CTC,Goldman Sachs,7,7.15,7.3,4.29,0.15,1,
Solar Capital ,SLRC,Citigroup,18.75,17.8,18,-4,-0.95,1,
Piedmont Office Trust Realty ,PDM,Morgan Stanley,14.5,14.75,15.6,7.59,0.25,1,
Terreno Realty ,TRNO,Goldman Sachs,20,18.75,18.65,-6.75,-1.25,1,
Graham Packaging ,GRM,Citigroup,10,10,10.2,2,0,1,
QuinStreet ,QNST,Credit Suisse,15,15.1,15,0,0.1,1,
Sprott Physical Gold Trust ,PHYS,Morgan Stanley,10,9.65,9.59,-4.1,-0.35,1,
Anthera Phamaceuticals ,ANTH,Deutsche Bank,7,7,7.01,0.14,0,1,
Baltic Trading Limited ,BALT,Morgan Stanley,14,14,13.96,-0.29,0,1,
Sensata Technologies ,ST,Morgan Stanley,18,18,18.5,2.78,0,1,
Crude Carriers,CRU,UBS Investment Bank,19,19,19,0,0,1,
Financial Engines ,FNGN,Goldman Sachs,12,14.95,17.25,43.75,2.95,2,
Calix Networks ,CALX,Goldman Sachs,13,17,15.1,16.15,4,2,
First Interstate BancSystem ,FIBK,Barclays,14.5,15.98,15.7,8.28,1.48,2,
MaxLinear ,MXL,Morgan Stanley,13,17,18.7,43.85,4,3,
China Lodging Group ,HTHT,Goldman Sachs,12.25,13.5,13.92,13.63,1.25,2,
Scorpio Tankers ,STNG,Morgan Stanley,13,12.9,12.56,-3.38,-0.1,1,
Meru Networks ,MERU,BofA Merrill Lynch,15,20,19.17,27.8,5,3,
Primaerica ,PRI,Citigroup,15,19.15,19.65,31,4.15,2,
Metals USA Holdings ,MUSA,Goldman Sachs,21,20.5,19.2,-8.57,-0.5,3,Missed
Tengion ,TNGN,Piper Jaffray,5,5,5.02,0.4,0,1,
Chatham Lodging Trust ,CLDT,Barclays,20,20.25,20.5,2.5,0.25,1,
Codexis ,CDXS,Credit Suisse,13,13,13.26,2,0,3,Missed
DynaVox ,DVOX,Piper Jaffray,15,15,15,0,0,3,Missed
Alimera Sciences ,ALIM,Credit Suisse,11,11,11,0,0,1,
Global Geophysical Services ,GGS,Credit Suisse,12.26,12,12,-2.12,-0.26,1,
Mitel Networks ,MITL,BofA Merrill Lynch,14,12.75,12.3,-12.14,-1.25,1,
Excel Trust ,EXL,Morgan Stanley,14,13.25,13.3,-5,-0.75,1,
Alpha and Omega Semiconductor ,AOSL,Deutsche Bank,18,18.11,17.7,-1.67,0.11,2,Missed
PAA Natural Gas Storage ,PNG,Barclays,21.5,22.5,23.25,8.14,1,2,
S&W Seed ,SANWU,Paulson Investment,11,10.89,10.7,-2.73,-0.11,1,
Charm Communications ,CHRM,Credit Suisse,9.5,9.51,9.4,-1.05,0.01,1,
Douglas Dynamics ,PLOW,Credit Suisse,11.25,22.26,11.29,0.36,11.01,1,
Niska Gas Storage ,NKA,Goldman Sachs,20.5,19.5,19.1,-6.83,-1,2,Missed
Express ,EXPR,BofA Merrill Lynch,17,17.05,16.75,-1.47,0.05,1,
Roadrunner Transportation Services Holdings ,RRTS,Baird,14,14,13.75,-1.79,0,1,
JinkoSolar Holding ,JKS,Credit Suisse,11,11,11.01,0.09,0,1,
Kingtone Wireless Soultion ,KONE,Roth Capital Partners,4,4,3.94,-1.5,0,1,
Noranda Aluminum Holding ,NOR,BofA Merrill Lynch,8,8.3,8.8,10,0.3,1,
57th Street Acquisiton ,SQTC.U,Morgan Joseph,10,10,10,0,0,1,
Accretive Health ,AH,Goldman Sachs,12,12,12.74,6.17,0,1,
GenMark Diagnostics ,GNMK,Piper Jaffray,6,6,6,0,0,1,
China New Borun ,BOR N,Piper Jaffray,7,7,7,0,0,1,
CBOE Holdings ,CBOE,Goldman Sachs,29,32.8,32.49,12.03,3.8,3,
BroadSoft ,BSFT,Goldman Sachs,9,8.25,8.3,-7.78,-0.75,2,Missed
Higher One Holdings ,ONE,Goldman Sachs,12,13.5,14.27,18.92,1.5,1,
Oasis Petroleum ,OAS,Morgan Stanley,14,14.85,14.88,6.29,0.85,1,
Hudson Pacific Properties ,HPP,BofA Merrill Lynch,17,17.5,17.4,2.35,0.5,1,
Fabrinet ,FN,Morgan Stanley,10,10.95,10.75,7.5,0.95,1,
HiSoft Technology International ,HSFT,Deutsche Bank,10,10.27,10.4,4,0.27,1,
AutoNavi Holdings ,AMAP,Goldman Sachs,12.5,13.02,13.5,8,0.52,1,
Oxford Resources Parntners L.P. ,OXF,Barclays,18.5,18.25,17.96,-2.92,-0.25,1,
SMART Technologies ,SMT,Morgan Stanley,17,17.5,17.05,0.29,0.5,2,
Qlink Technologies ,QLIK,Morgan Stanley,10,12,12.8,28,2,3,
Camelot Information Systems ,CIS,Goldman Sachs,11,10.01,10.65,-3.18,-0.99,1,
Ameresco ,AMRC,BofA Merrill Lynch,10,10.33,10.17,1.7,0.33,1,
Chesapeake Midstream Partners ,CHKM,Citigroup,21,22.25,22.4,6.67,1.25,1,
Envestnet ,ENV,Morgan Stanley,9,9.35,10.23,13.67,0.35,1,
Molycorp ,MCP,Morgan Stanley,14,13.25,12.85,-8.21,-0.75,1,
Trius Therapeutics ,TSRX,Credit Suisse,5,5.1,5,0,0.1,1,
Gordmans Stores,GMAD,Piper Jaffray,11,11,11.03,0.27,0,2,Blowm
Intralink Holdings ,IL,Morgan Stanley,13,10,9.61,-26.08,-3,1,
NXP Semiconductors NV ,NXPI,Credit Suisse,14,11,11.03,-21.21,-3,1,
China Kanghui Holdings ,KH,Morgan Stanley,10.25,10.29,12.16,18.63,0.04,1,
MakeMyTrip Limited ,MMYT,Morgan Stanley,14,22,26.45,88.93,8,1,Blowm
RealPage ,RP,Credit Suisse,11,13,14.52,32,2,1,
Electromed,ELMD,Feltl and Company,4,4.05,3.98,-0.5,0.05,1,
SouFun Holdings Limited ,SFUN,Deutsche Bank,42.5,67,73.5,72.94,24.5,3,
CoreSite Realty ,COR,Citigroup,16,16,16.01,0.06,0,1,
Amyris ,AMRS,Morgan Stanley,16,16.5,16.5,3.13,0.5,1,
Country Style Cooking Restaurant Chain ,CCSC,BofA Merrill Lynch,16.5,25,24.3,47.27,8.5,3,
Elster Group ,ELT,Deutsche Bank,13,13,13.75,5.77,0,1,
Rhino Resources Partners ,RNO,Raymond James,20.5,20.5,21.1,2.93,0,1,
China Ming Yang Wind Power Group ,MY,Morgan Stanley,14,14.15,13.25,-5.36,0.15,3,Missed
ChinaCache International Holdings ,CCIH,BofA Merrill Lynch,13.9,27,27.15,95.32,13.1,3,
The KEYW Holding ,KEYW,SunTrust Robinson Humphrey,10,10.3,11.38,13.8,0.3,2,
Daqo New Energy ,DQ,Morgan Stanley,9.5,9.98,10.25,7.89,0.48,1,
Ellington Financial LLC ,EFC,Deutsche Bank,22.5,21.5,21.75,-3.33,-1,1,
Global Education & Technology Group ,GEDU,Credit Suisse,10.5,12,12.2,16.19,1.5,3,
Hicks Acquisition Company 11 ,HKACU,Citigroup,10,10,10,0,0,1,
Campus Crest Communities ,CCG,Raymond James,12.5,12.5,12.51,0.08,0,1,
Body Central ,BODY,Piper Jaffray,13,14.49,13,0,1.49,2,
Tower International ,TOWR,Goldman Sachs,13,13.55,13,0,0.55,1,
ShangPharma ,SHP,Citigroup,15,15,12.75,-15,0,3,Missed
TAL Education Group ,XRS,Credit Suisse,10,14,15,50,4,2,
Vera Bradley ,VRA,Baird,16,23,24.85,55.31,7,2,
Mecox Lane Limited ,MCOX,Credit Suisse,11,17.5,17.26,56.91,6.5,3,
Le Gaga Holdings Limited ,GAGA,BofA Merrill Lynch,9.5,9.06,11.26,18.53,-0.44,3,
SinoTech Energy Limited ,CTE,Citigroup,8.5,8.5,6.86,-19.29,0,2,Missed
Costamare ,CMRE,Morgan Stanley,12,12.02,11.85,-1.25,0.02,1,
The Fresh Market ,TFM,BofA Merrill Lynch,22,34,32.11,45.95,12,3,
RDA Microelectronics ,RDA,Morgan Stanley,9,10.11,10.75,19.44,1.11,2,
Complete Genomics ,GNOM,UBS Investment Bank,9,8.5,8.03,-10.78,-0.5,1,
Bitauto Holdings Limited ,BITA,Citigroup,12,12,12.45,3.75,0,3,Missed
Booz Allen & Hamilton ,BAH,Morgan Stanley,17,17.26,19.25,13.24,0.26,2,
General Motors Company ,GM,Morgan Stanley,33,35,34.19,3.61,2,3,
LPL investmens ,LPLA,Goldman Sachs,30,33.05,32.15,7.17,3.05,2,
Lizhan Environmental ,LZEN,Maxim Group LLC,4,4,4.01,0.25,0,1,
Anacor Pharmaceuticals ,ANAC,Citigroup,5,5,5.09,1.8,0,1,
L&L Acquisition ,LLACQU,Morgan Joseph,10,10,10,0,0,1,
SYSWIN ,SYSW,Morgan Stanley,7,7,6.2,-11.43,0,1,
FXCM ,FXCM,Credit Suisse,14,15,14.85,6.07,1,1,Missed
Targa Resources Investments ,TRGP,Barclays,22,24.1,24.7,12.27,2.1,2,
E-Commerce China Dangdang ,DANG,Credit Suisse,16,24.5,29.91,86.94,8.5,3,
Bona Film Group Limited ,BONA,BofA Merrill Lynch,8.5,8.5,6.6,-22.35,0,2,Missed
First Republic Bank ,FRC,BofA Merrill Lynch,25.5,27.25,27.92,9.49,1.75,1,
SemiLeds ,LEDS,BofA Merrill Lynch,17,23.14,25.76,51.53,6.14,3,
Sky-mobi Limited  ,MOBI,Citigroup,8,6,6,-25,-2,1,
iSoftStone Holdings Limited ,ISS,UBS Investment Bank,13,16,16.2,24.62,3,2,
GAIN Capital Holdings ,GCAP,Morgan Stanley,9,9.05,8.85,-1.67,0.05,1,
RigNet ,RNET,Deutsche Bank,12,12,12.55,4.58,0,1,
Walker & Dunlop ,WD,Credit Suisse,10,9.9,9.9,-1,-0.1,1,
Swift Holdings ,SWFT,Morgan Stanley,11,11,11.1,0.91,0,1,
Fortegra Financial ,FRF,Piper Jaffray,11,11,11,0,0,1,
Mead Johnson Nutrition ,MJN,Citigroup,24,26,26.43,10.13,2,3,
Changyou.com ,CYOU,Credit Suisse,16,22,20.02,25.13,6,3,
Bridgepoint Education ,BPI,Credit Suisse,10.5,10.5,11.1,5.71,0,1,
Rosetta Stone ,RST,Morgan Stanley,18,25,25.12,39.56,7,3,
DigitalGlobal ,DGI,Morgan Stanley,19,23,21.5,13.16,4,3,
SolarWinds ,SWI,JPMorgan,12.5,15,13.75,10,2.5,3,
Cypress Sharpridge Investment ,CYS,Barclays,11,12,11.55,5,1,1,
Chemspec International ,CPC,Credit Suisse,9,9.45,9,0,0.45,3,Missed
Duoyuan Global Water ,DGW,Piper Jaffray,16,22.65,21.87,36.69,6.65,3,
Medidata Solutions ,MDSO,Citigroup,14,18,17,21.43,4,3,
Invesco Mortgage Capital,IVR,Credit Suisse,20,19.8,19.42,-2.9,-0.2,1,
LogMeIn ,LOGM,JPMorgan,16,20,20.02,25.13,4,3,
Emdeon ,EM,Morgan Stanley,15,17.5,16.52,10.13,2.5,3,
CDC Software ,CDCS,Lazard Capital Markets,12,12,9.99,-16.75,0,3,Missed
Avago Technologies ,AVGO,Deutsche Bank,15,16.2,16.18,7.87,1.2,2,
Cumberland Pharmaceuticals ,CPIX,UBS Investment Bank,17,17.75,16.83,-1,0.75,1,
Starwood Property Trust ,STWD,BofA Merrill Lynch,20,19.5,20,0,-0.5,1,
CreXus Investment,CXS,Deutsche Bank,15,14.5,14.63,-2.47,-0.5,1,
Vitacost.com ,VITC,Jefferies,12,12.05,12.05,0.42,0.05,2,Missed
Colony Financial ,CLNY,BofA Merrill Lynch,20,19.5,19.66,-1.7,-0.5,1,
A123 Systems ,AONE,Morgan Stanley,13.5,16.94,20.29,50.3,3.44,3,
Artio Global Investors ,ART,Goldman Sachs,26,27.3,28.1,8.08,1.3,2,
Select Medical Holdings ,SEM,Goldman Sachs,10,9.75,10.09,0.9,-0.25,1,
Talecris BioTherapeutics ,TLCR,Morgan Stanley,19,19.5,21.15,11.32,0.5,2,
Echo Global Logitcs ,ECHO,Morgan Stanley,14,13.6,14.06,0.43,-0.4,2,Missed
Education Management Corporation ,EDMC,Goldman Sachs,18,20.25,21.77,20.94,2.25,2,
Banco Santander ,BSBR,Santander,13.4,13.3,13.01,-2.93,-0.1,2,Missed
Verisk Analytics ,VRSK,BofA Merrill Lynch,22,26.41,27.22,23.73,4.41,3,
Omeros ,OMER,Deutsche Bank,10,9.49,8.73,-12.7,-0.51,1,
RailAmerica ,RA,JPMorgan,15,14.35,13.75,-8.33,-0.65,1,
China Real Estate Information ,CRIC,Credit Suisse,12,12.28,14.2,18.33,0.28,2,
AGA Medical Holdings ,AGAM,BofA Merrill Lynch,14.5,14.5,14.6,0.69,0,1,
Dole Foods ,DOLE,Goldman Sachs,12.5,12.45,12.28,-1.76,-0.05,1,
Hyatt Hotels,H,Goldman Sachs,25,26,28,12,1,1,Missed
Duyuan Printing  ,DYP,Piper Jaffray,8.5,8.5,7.77,-8.59,0,1,
STR Holdings ,STRI,Credit Suisse,10,10,13.1,31,0,1,
Dollar General ,DG,Citigroup,21,22,22.73,8.24,1,3,
rue21,rue,BofA Merrill Lynch,19,23,24.3,27.89,4,3,
Fortinet ,FTNT,Morgan Stanley,12.5,17,16.62,32.96,4.5,3,
Archipelago Learning ,ARCL,BofA Merrill Lynch,16.5,19,18.77,13.76,2.5,1,Missed
Cloud Peak Energy ,CLD,Credit Suisse,15,14.5,14.84,-1.07,-0.5,1,
GSME Acquisiton Partners ,GSMEF,Cohen,10,10,10,0,0,1,
Pebblebrook Hotel Trust ,PEB,BofA Merrill Lynch,20,20,20.45,2.25,0,1,
Concord Medical Services Holdings ,CCM,Morgan Stanley,11,10,9.5,-13.64,-1,3,Missed
KAR Holdings ,KAR,Goldman Sachs,12,11,12.03,0.25,-1,1,
Cobalt International Energy ,CIE,Credit Suisse,13.5,13.25,13.5,0,-0.25,1,
Team Health Holdings ,TMH,BofA Merrill Lynch,12,12,12.81,6.75,0,1,
Kraton Performance Polymers ,KRA,Credit Suisse,13.5,13.5,13.51,0.07,0,1,
Polaris Acquisition,TKP-U,Lazard Capital Markets,10,10,10,0,0,1,
Asia Special Situation Acquisition,CIO-U,Maxin Group,10,10,10,0,0,1,
Williams Pipeline Partners L.P.,WMZ,Lehman Brothers,20,20.5,20,0,0.5,2,
Sapphire Industrials ,FYR-U,Citigroup,10,10,9.98,-0.2,0,1,
Sports Properties Acquisition,HMR-U,Banc of America,10,10,10,0,0,1,
Trian Acquisition I ,TUX-U,Deutsche Bank,10,10,10.04,0.4,0,1,
RiskMetrics Group ,RMG,Credit Suisse,17.5,21,23.75,35.71,3.5,3,
IPC The Hospitalist Company ,IPCM,Credit Suisse,16,20.15,20.48,28,4.15,2,
Atlas AcquisitionHoldings ,AXG-U,Lazard Capital Markets,10,10,9.95,-0.5,0,1,
Cascal B.V.,HOO,JPMorgan,12,12,12,0,0,1,
Overture Acquisition ,NLX-U,JPMorgan,10,9.75,9.82,-1.8,-0.25,1,
BBV Vietnam S.E.A. Acuisition ,BBVUF,Ladenburg Thalmann,8,8,8.25,3.13,0,1,
ArcSight ,ARST,Morgan Stanley,9,9,8.78,-2.44,0,2,Missed
MAKO Surgical ,MAKO,JPMorgan,10,10,9.18,-8.2,0,1,
GHL Acquisition,GHQ-U,Banc of America,10,9.75,9.7,-3,-0.25,1,
BioHeart ,BHRT,Deutsche Bank,5.25,5.25,5,-4.76,0,1,
BPW Acquisition,BPW-U,Citigroup,10,10,9.8,-2,0,1,
Spring Creek Acquisition ,SCRUF,EarlyBirdCapital,8,8.1,8.15,1.88,0.1,1,
CardioNet ,BEAT,Citigroup,18,18,17.7,-1.67,0,1,
Visa ,V,JPMorgan,44,59.5,56.5,28.41,15.5,4,
Healthy Fast Food ,HFFIU,Paulson Investment Company,5.1,5.25,5.25,2.94,0.15,1,
Intrepid Potash ,IPI,Goldman Sachs,32,46.25,50.4,57.5,14.25,4,
American Water Works ,AWK,Goldman Sachs,21.5,20.6,20.6,-4.19,-0.9,1,
Whiting USA Trust I ,WHX,Raymond James,20,20,20.85,4.25,0,1,
Pioneer Southwest Energy Partners L.P.,PSE,Citigroup,19,19.63,19.65,3.42,0.63,2,
Real Goods Solar ,RSOL,ThinkPanmure,10,9,8.8,-12,-1,1,
Western Gas Partners LP ,WES,UBS Investment Bank,16.5,16.5,16.5,0,0,1,
American Capital Agency ,AGNC,Citigroup,20,19.5,19.35,-3.25,-0.5,1,
Verso Paper ,VRS,Credit Suisse,12,10,10,-16.67,-2,1,
China Fundamental Acquisition ,CFQUF,Chardan Capital Markets,8,8.05,8.2,2.5,0.05,1,
Britannia Bulk Holdings ,DTW,Goldman Sachs,15,14.5,13.85,-7.67,-0.5,1,
RHI Entertainment ,RHIE,JPMorgan,14,13.75,13.5,-3.57,-0.25,1,
Navios Maritime Acquisition ,NNA-U,JPMorgan,10,10,10.5,5,0,1,
Energy Recovery ,ERII,Citigroup,8.5,11,9.83,15.65,2.5,3,
GT Solar International ,SOLR,Credit Suisse,16.5,16.5,14.59,-11.58,0,2,Missed
North Asia Investment ,NHR.U,Citigroup,10,9.75,9.66,-3.4,-0.25,1,
China Distance Education Holdings (DL),DL,Citigroup,7,6.5,6.63,-5.29,-0.5,1,
CS China Acquisition,CSACF,EarlyBirdCapital,6,6.04,6.11,1.83,0.04,1,
Grand Canyon Education ,LOPE,Credit Suisse,12,10,11.85,-1.25,-2,1,
MV Oil Trust ,MVO,Raymond James,20,21.5,22.37,11.85,1.5,2,
AeroVironment ,AVAV,Goldman Sachs,17,25,23.93,40.76,8,3,
Oculus Innovative Sciences ,OCLS,Roth Capital Partners,8,7.75,7.8,-2.5,-0.25,1,
Animal Health International ,AHII,JPMorgan,11,12,12.45,13.18,1,3,
Duncan Energy Partners L.P. ,DEP,Lehman Brothers,21,22.5,23.05,9.76,1.5,2,
Employers Holdings ,EIG,Morgan Stanley,17,20,19.97,17.47,3,2,
XTENT ,XTNT,Piper Jaffray,16,16.15,16.48,3,0.15,2,Missed
Molecular Insight Pharmaceuticals ,MIPI,RBC Capital Markets,14,14.1,14.09,0.64,0.1,1,
Cellcom Israel ,CEL,Goldman Sachs,20,20.3,19.54,-2.3,0.3,3,Missed
Synta Pharmaceuticals ,SNTA,Bear Stearns,10,10,9.09,-9.1,0,1,
3SBio ,SSRX,UBS Investment Bank,16,17.5,14.85,-7.19,1.5,2,
Accuray ,ARAY,JPMorgan,18,21,28.47,58.17,3,3,
Mellanox Technologies ,MLNX,Credit Suisse,17,20,20,17.65,3,2,
National CineMedia ,NCMI,Credit Suisse,21,25.5,25.67,22.24,4.5,3,
Switch and Data ,SDXC,Deutsche Bank,17,22,19,11.76,5,2,
Optimer Pharmaceuticals ,OPTR,Piper Jaffray,7,7.5,8.5,21.43,0.5,1,Missed
Targa Resources Partners LP ,NGLS,Citigroup,21,23,23.76,13.14,2,2,
U.S. Auto Parts Network ,PRTS,RBC Capital Markets,10,11,11.9,19,1,2,
Fortress Investment Group ,FIG,Goldman Sachs,18.5,35,31,67.57,16.5,3,
VeriChip ,CHIP,Merriman Curhan Ford,6.5,6.5,6.5,0,0,1,
Opnext ,OPXT,Goldman Sachs,15,17,17.4,16,2,3,
Quadra Realty Trust ,QRR,Credit Suisse,15,15,15.25,1.67,0,1,
Xinhua Finance Media Limited ,XFML,JPMorgan,13,13,11.35,-12.69,0,3,Missed
Sourcefire ,FIRE,Morgan Stanley,15,15,16.45,9.67,0,3,
BigBand Networks ,BBND,Morgan Stanley,13,15.25,17,30.77,2.25,3,
FCStone Group ,FCSX,BMO Capital Markets,24,29.32,31.13,29.71,5.32,2,Missed
"Cheniere Energy Partners, L.P. ",CQP,Citigroup,21,22,21.71,3.38,1,3,
Glu Mobile ,GLUU,Goldman Sachs,11.5,11.5,12.29,6.87,0,2,
Aruba Networks ,ARUN,Goldman Sachs,11,14,14.15,28.64,3,3,
eTelecare Global Solutions ,ETEL,Morgan Stanley,13.5,13.75,14.55,7.78,0.25,2,
SenoRx ,SENO,Banc of America,8,8.18,8.03,0.37,0.18,1,
Flagstone Reinsurance Holdings ,FSR,Lehman Brothers,13.5,13.5,13.48,-0.15,0,2,Missed
GSI Technology ,GSIT,Needham,5.5,5.5,5.29,-3.82,0,1,
Veraz Networks ,VRAZ,Credit Suisse,8,8,7.8,-2.5,0,1,
Tailwind Financial ,TFN-U,Deutsche Bank,8,7.8,7.92,-1,-0.2,1,
Comverge ,COMV,Citigroup,18,21,22.31,23.94,3,2,
MetroPCS Communications ,PCS,Bear Stearns,23,25.1,27.4,19.13,2.1,3,
Pinpoint Advance ,PPACU,Maxim Group,10,10,10.5,5,0,1,
Pinpoint Advance ,PPACU,Maxim Group,10,10,10.05,0.5,0,1,
